Full Name,Best Position,Weak Foot Rating,Skill Moves,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Juniors Barbieri,GK,2,1,61,60,63,63,28,65,12,7,13,25,10,11,12,12,25,10,35,18,40,60,55,47,61,33,50,10,28,15,7,48,11,45,8,15,15,61,60,63,65,63
Kamil Kruk,CB,2,2,60,43,42,45,63,71,33,48,58,54,25,33,42,31,40,48,55,64,63,59,73,42,68,68,75,41,63,63,30,32,34,52,64,64,61,7,13,10,8,10
Yassin Oukili,CAM,3,3,57,55,60,64,51,66,49,55,41,66,50,65,51,54,64,68,59,55,56,64,54,58,59,64,73,55,52,58,61,62,36,59,52,52,45,9,8,8,14,9
Gabriel Sotomayor,LM,3,2,71,52,58,62,42,54,65,57,40,54,49,59,44,47,51,56,68,73,80,66,73,42,59,68,50,44,43,38,73,68,57,68,44,45,39,8,6,12,14,6
Jacob Shaffelburg,LM,2,2,82,56,58,61,52,59,68,58,46,57,54,62,60,42,49,58,84,81,80,50,58,60,46,67,55,50,62,47,60,58,49,50,54,56,45,11,9,7,9,11
Victor RÃ®mniceanu,GK,3,1,61,62,66,62,40,62,12,8,14,23,8,6,10,12,17,13,40,41,45,62,49,50,60,32,44,9,18,8,7,41,18,28,8,13,13,61,62,66,62,62
Jack Powell,CM,3,3,62,57,63,65,54,67,61,55,36,64,49,62,60,61,65,64,59,65,84,59,67,61,82,87,61,59,55,54,59,64,59,62,55,58,52,7,9,16,15,9
JosÃ© Carlos NatÃ¡rio Ferreira,CDM,2,2,74,45,57,68,61,62,44,43,43,67,32,66,39,42,58,67,76,72,78,68,81,48,60,74,51,47,77,64,49,61,45,52,63,63,56,13,7,15,13,10
Kenji Cabrera,RM,2,2,67,56,61,66,51,53,60,59,46,64,45,70,48,42,65,67,67,67,50,55,80,50,61,68,43,58,58,58,64,60,41,50,39,58,55,14,13,9,14,14
Vincent Trummer,CB,3,2,69,42,54,57,61,72,59,35,58,58,38,56,39,41,54,60,66,71,60,61,57,54,61,61,82,49,62,60,45,47,38,46,59,63,61,13,15,12,6,9
Jeremy Cijntje,ST,3,3,86,56,53,68,29,55,52,53,62,55,51,70,53,47,54,68,84,88,81,55,58,70,41,54,65,52,37,19,58,50,54,54,25,28,29,6,10,14,7,13
Alexander GroiÃŸ,CB,3,2,54,44,51,52,62,78,31,29,62,62,28,49,33,37,59,53,53,54,55,60,58,71,54,73,85,57,73,60,43,53,39,52,62,64,62,11,13,9,10,10
Terry Lartey Sanniez,CB,3,2,74,47,51,60,59,68,52,33,62,59,56,55,66,50,40,62,72,75,70,60,72,67,77,62,68,59,73,51,45,39,44,61,59,63,64,12,11,9,5,13
Timi Odusina,CB,2,2,83,29,44,50,61,78,36,20,59,51,27,48,38,28,47,47,81,84,55,57,57,46,80,70,86,30,66,63,39,44,33,55,61,61,59,10,8,9,6,7
Eduard Radaslavescu,CAM,3,3,74,63,65,63,46,61,61,57,42,67,58,59,67,55,66,63,75,73,74,60,76,74,56,67,60,69,55,49,61,67,50,60,43,50,45,6,9,9,10,7
Ruben Kluivert,CB,3,2,71,31,43,51,64,61,35,24,61,59,31,41,37,29,40,54,68,74,63,62,69,50,68,58,64,24,53,64,28,31,43,60,62,65,66,13,11,7,7,7
Giuseppe Di Serio,ST,3,2,64,63,46,59,24,66,43,64,64,54,56,58,37,46,41,63,66,63,52,62,60,68,70,58,74,56,56,15,65,43,58,51,19,23,19,9,14,15,13,8
Kevin Conrad,CB,4,2,66,26,52,55,61,72,50,19,57,58,28,47,43,33,55,57,65,66,66,63,69,35,82,73,76,24,60,61,39,47,37,64,62,62,61,12,8,8,8,16
Jon Birkfeldt,CB,3,2,56,33,43,48,62,70,32,28,62,56,28,41,32,28,51,52,53,59,53,59,64,51,72,60,76,28,65,60,28,30,30,55,62,62,61,14,11,8,10,10
Hugo Andersson,CB,3,2,47,29,45,47,61,72,32,22,65,56,29,43,29,28,50,56,42,51,39,57,33,44,71,60,81,28,65,59,26,44,36,49,61,61,59,6,12,9,6,9
Bryan Alceus,CDM,3,2,65,44,56,62,60,67,47,39,51,61,34,57,46,42,58,60,62,68,80,61,78,58,59,71,67,46,65,60,42,61,46,59,60,62,61,10,5,13,13,6
Carl Rushworth,GK,2,1,64,61,63,65,55,62,13,6,12,40,7,24,13,22,39,30,56,54,55,58,52,47,55,25,58,9,20,14,7,47,10,42,7,14,12,64,61,63,62,65
Mayckel Lahdo,CAM,3,3,83,55,56,66,27,53,57,56,30,59,42,65,49,35,54,64,82,84,80,55,76,57,59,50,60,54,40,31,59,57,50,60,24,27,25,14,6,14,14,8
Simone Muratore,CDM,2,2,58,50,62,58,61,58,48,51,65,73,36,57,42,45,72,62,55,61,54,65,57,57,56,53,56,40,68,60,55,60,57,45,54,67,63,8,9,14,8,13
Pablo CuÃ±at Campos,GK,3,1,65,63,56,61,25,61,14,7,13,29,9,11,14,11,26,15,22,29,28,62,36,42,59,19,63,8,26,14,5,56,11,52,8,12,13,65,63,56,61,61
Alaa Bakir,RM,3,3,73,54,61,69,31,58,62,55,43,65,57,69,58,44,58,67,74,72,82,61,81,57,62,70,55,51,48,30,54,59,49,52,34,26,24,7,12,9,11,6
Emiliano Clavijo,CAM,3,3,68,58,63,63,59,63,55,55,48,67,55,63,63,65,63,62,66,70,63,64,70,63,55,61,72,59,45,58,63,61,60,61,60,62,58,12,9,7,11,14
BÃ©ni Nkololo,LM,3,2,79,57,57,62,30,57,58,59,37,58,49,63,59,46,51,62,79,79,62,58,65,59,57,51,65,55,44,27,60,61,49,57,30,28,38,11,5,10,14,6
Nicola Pavan,CDM,3,2,68,54,63,64,63,68,59,46,67,68,47,63,60,56,67,67,69,68,60,64,61,68,71,66,70,60,63,60,46,58,55,63,61,65,64,8,14,9,7,6
Muharem Huskovic,CAM,3,3,72,62,57,68,19,52,53,66,59,62,59,69,47,38,55,67,71,73,72,57,74,61,70,57,44,56,63,11,62,63,52,58,11,19,20,10,6,15,13,10
Tom Glover,GK,2,1,64,54,60,68,22,64,11,7,10,25,9,10,13,10,28,15,16,31,26,60,36,45,63,17,42,6,22,15,7,44,14,43,25,12,10,64,54,60,64,68
Siebe Wylin,RWB,3,2,73,37,58,64,57,57,60,28,47,62,30,64,48,32,58,63,77,70,72,57,77,50,62,63,54,41,57,58,56,56,35,43,55,60,57,10,5,10,14,8
Ã˜ystein Ã˜vretveit,GK,2,1,65,63,58,65,41,62,19,14,16,32,15,16,17,16,36,23,41,40,45,48,45,44,46,35,62,14,35,18,16,40,18,36,18,18,17,65,63,58,62,65
Juanito Alfonso,GK,2,1,63,60,60,63,23,62,11,7,14,21,6,6,10,12,23,17,28,15,29,60,45,45,62,19,46,8,25,8,6,21,13,36,5,14,10,63,60,60,62,63
Matthis Riou,CB,4,2,53,32,53,57,63,69,39,33,56,62,30,56,41,28,58,61,49,57,45,59,54,38,68,68,73,25,59,64,27,58,42,64,65,64,60,9,11,8,11,11
Sean Kelly,LB,3,2,68,38,55,57,60,64,58,38,60,60,30,58,58,30,58,58,69,68,50,60,52,48,54,68,65,26,58,60,48,48,41,56,58,61,60,14,14,10,9,10
Dylan Bahamboula,RW,3,5,81,59,56,66,41,65,58,56,54,56,55,68,62,54,50,64,81,81,67,57,62,67,49,68,72,59,47,45,58,59,57,67,35,39,47,7,15,10,14,9
Gaute Vetti,CM,2,2,61,49,60,63,59,62,54,46,47,64,47,61,56,40,63,64,63,59,67,60,64,55,49,73,65,46,46,63,62,64,48,60,60,62,55,12,11,9,12,9
Ali YaÅŸar,LB,2,2,68,23,49,58,62,57,53,15,58,59,28,55,30,36,57,58,67,69,69,60,67,32,68,57,57,24,55,64,34,28,39,57,60,64,60,8,7,10,11,10
John Olav Norheim,CB,2,2,38,40,55,53,62,75,55,31,63,63,34,51,52,48,56,59,40,37,34,63,56,64,62,68,83,34,66,61,49,43,50,56,63,62,57,7,14,12,15,13
Ander Iruarrizaga DÃ­ez,GK,3,1,66,67,61,60,29,62,12,8,9,21,6,11,14,12,23,19,32,24,28,50,37,46,47,21,43,11,22,8,5,25,15,24,6,14,11,66,67,61,62,60
Nikola ÄurÄ‘iÄ‡,ST,4,3,55,62,55,60,46,72,52,62,67,53,64,57,62,50,51,62,56,55,61,70,63,66,72,63,75,57,78,52,66,62,67,65,35,48,43,11,16,9,13,6
Shayne Pattynama,LM,3,2,74,54,58,59,55,68,63,55,50,61,44,54,48,28,58,63,75,74,67,54,63,60,63,76,67,51,60,52,63,57,41,57,51,60,60,10,14,8,14,12
Orrin McKinze Gaines,RM,3,3,87,55,53,63,26,56,57,62,34,56,54,65,46,39,49,61,90,84,70,50,68,51,58,62,61,47,34,25,55,52,47,47,23,28,24,15,9,12,14,10
Brandon Mason,LWB,2,3,79,40,57,64,60,59,58,37,48,60,34,61,44,48,56,61,80,79,79,56,82,44,79,53,53,38,75,59,57,55,43,62,61,63,62,13,7,6,6,15
Raphael Sallinger,GK,3,1,67,60,64,64,44,60,17,12,20,31,11,19,13,17,25,20,46,40,39,57,57,48,56,44,79,17,20,19,18,11,23,31,19,11,22,67,60,64,60,64
Jonatan Blanco,CDM,3,2,54,48,61,56,59,67,49,39,52,68,33,51,65,56,60,61,52,55,55,55,62,67,60,58,70,52,73,58,41,64,58,66,60,62,60,12,12,12,14,7
Flavio Bianchi,ST,2,2,51,67,48,61,27,50,42,71,71,55,52,61,49,46,37,63,54,49,55,63,73,61,70,54,52,66,36,21,61,52,71,52,21,22,23,13,11,15,13,10
Tim Oermann,CB,2,2,53,33,46,51,64,63,37,30,65,55,31,48,38,33,53,56,51,55,48,58,58,45,60,55,67,31,63,60,26,39,33,48,60,68,67,6,14,5,8,11
Matteo Rover,RM,3,3,72,61,52,66,22,63,55,59,47,54,65,64,62,58,39,70,70,73,67,62,59,67,57,77,62,62,48,18,63,51,54,64,15,23,19,12,6,11,5,11
Konrad Forenc,GK,2,1,61,65,62,60,42,63,12,13,14,23,14,15,14,14,23,18,39,46,51,57,46,47,63,35,81,12,21,13,15,41,23,51,13,15,14,61,65,62,63,60
Alberto HÃ³rreo Taveras,GK,3,1,64,63,57,63,33,61,15,7,15,22,10,9,14,11,24,14,33,32,44,60,31,43,57,30,74,8,21,15,8,32,17,37,10,12,13,64,63,57,61,63
Ben Fox,CDM,3,2,69,49,56,60,60,69,48,46,53,63,44,58,40,40,60,60,70,69,70,57,56,56,60,86,65,49,58,59,52,57,47,57,60,61,61,6,10,8,12,12
Florian Martin,CAM,2,3,59,67,67,66,52,58,67,63,41,67,69,64,70,75,67,66,61,57,68,67,79,71,61,33,70,72,57,58,61,66,69,64,51,57,39,15,12,14,14,12
Juan Nazareno,CAM,3,3,69,56,62,64,58,58,58,55,55,64,55,62,52,55,59,67,67,70,63,55,67,58,55,71,55,57,51,59,60,67,59,66,59,59,57,13,14,8,13,8
Xiangchuang Yan,ST,3,3,69,64,47,66,35,59,68,68,57,31,57,62,62,39,30,66,62,74,72,67,80,69,62,64,56,51,57,23,69,65,56,66,45,26,29,12,7,9,8,13
Alfie Whiteman,GK,2,1,68,58,56,71,32,60,14,9,14,27,8,12,12,10,25,23,34,28,31,50,41,42,65,26,48,9,25,12,4,33,11,42,21,13,14,68,58,56,60,71
Lorenzo Andrenacci,GK,2,1,62,65,59,63,50,63,14,13,12,25,20,17,17,18,19,22,50,49,55,53,58,44,55,28,60,15,18,15,7,34,20,43,19,16,16,62,65,59,63,63
Teddy Boulhendi,GK,3,1,63,62,62,63,49,61,13,9,14,23,8,13,15,12,21,18,49,48,51,58,48,47,59,34,64,7,23,9,7,28,13,27,6,13,11,63,62,62,61,63
Jonatan Kotzke,CDM,3,2,51,46,56,55,62,72,53,39,63,60,42,47,48,50,54,61,66,39,64,62,67,53,62,70,75,51,69,59,39,56,64,59,60,66,63,14,16,15,11,8
Arkadiusz WoÅºniak,RM,3,3,64,61,61,63,56,66,63,64,68,63,50,63,60,55,57,60,62,66,66,63,71,65,70,65,68,53,60,56,63,61,55,63,54,57,51,14,15,15,8,10
Issa Fomba,RM,4,3,83,60,54,66,28,62,61,61,48,55,50,70,57,40,48,63,82,83,76,44,68,67,67,63,59,55,66,27,62,52,52,57,22,27,29,9,15,6,12,13
Andy Burbano,RB,3,2,80,52,57,59,58,57,64,49,48,62,31,55,41,36,59,60,80,80,80,47,81,60,59,65,56,59,47,54,45,50,46,44,60,61,59,7,14,13,8,9
Ole Martin Kolskogen,CB,2,2,70,38,48,55,63,65,38,32,60,58,45,49,51,30,58,56,66,74,70,60,64,53,64,63,69,32,59,63,36,37,41,56,62,64,62,7,10,6,13,6
Marco Bleve,GK,2,1,67,64,62,66,19,61,10,8,11,19,5,11,12,10,27,14,21,15,24,47,47,47,63,28,53,7,19,8,6,53,10,55,14,10,13,67,64,62,61,66
Liam Cullen,ST,3,3,73,63,57,66,30,51,57,65,55,62,56,66,53,45,52,65,73,73,72,58,80,70,50,67,46,55,43,22,64,57,60,63,25,31,32,11,6,8,11,10
Jakob Golz,GK,3,1,62,62,57,63,19,63,11,9,11,23,9,14,10,11,28,16,19,18,31,62,39,43,45,17,60,8,26,13,6,22,11,36,9,10,13,62,62,57,63,63
AndrÃ© Becker,ST,4,2,57,61,40,59,27,74,33,65,70,45,59,59,30,27,36,61,55,58,63,55,36,68,65,67,89,45,48,19,66,46,60,61,24,20,25,8,13,13,11,5
Metehan GÃ¼Ã§lÃ¼,ST,2,2,75,62,54,62,23,56,42,62,62,60,57,60,47,48,49,61,73,76,75,62,66,63,72,45,64,60,44,21,60,60,66,55,18,16,20,7,13,7,10,13
Samuel Essende,ST,3,3,70,63,44,58,25,71,31,67,66,59,52,59,38,34,34,63,68,71,56,46,43,67,66,57,83,52,61,18,61,41,61,48,22,21,18,8,10,10,9,8
Vinicius Szeuczuk Ribeiro,CB,2,2,53,38,38,43,66,63,32,39,66,49,35,35,28,34,31,52,51,55,42,52,45,41,66,54,70,37,57,62,28,31,41,50,68,65,68,7,7,7,6,6
Keijiro Ogawa,RM,4,3,72,62,59,64,46,60,59,61,45,60,59,62,62,64,58,62,73,71,78,59,81,65,68,74,56,61,52,49,61,57,59,56,47,44,46,12,11,9,11,11
Joel Nouble,ST,3,2,65,60,48,60,29,76,43,63,63,56,52,58,45,40,34,62,68,62,56,62,78,62,81,66,84,54,65,24,64,50,60,55,28,23,24,12,15,8,12,9
Arkadiusz Kasperkiewicz,CB,3,2,57,42,54,49,62,72,40,34,63,64,37,49,38,56,58,44,52,61,55,50,55,55,82,66,77,40,63,59,50,49,59,67,62,64,62,8,9,9,12,14
Kieron Morris,RM,4,3,68,60,59,65,53,69,59,57,51,61,50,64,60,55,54,62,69,68,81,60,75,66,70,75,69,64,63,54,59,61,60,60,52,55,50,16,16,9,12,12
Lloyd Palun,RWB,3,2,66,48,57,56,61,71,55,40,58,60,48,52,40,48,63,56,62,69,62,62,70,52,74,72,71,58,68,62,53,55,50,57,64,59,60,10,15,12,16,16
Miguel RodrÃ­guez Vidal,RM,3,3,64,52,61,64,33,54,60,49,32,66,49,68,55,32,61,65,65,64,51,51,63,61,51,49,58,48,51,34,64,61,53,55,45,24,25,7,10,7,7,12
Francisco RodrÃ­guez,RM,4,3,69,59,62,67,40,55,64,60,48,65,55,67,62,56,55,67,69,69,77,65,69,63,60,64,50,60,55,40,52,61,48,50,40,37,41,12,7,9,8,8
Pape-Alioune Ndiaye,CB,2,2,38,28,46,46,64,72,28,21,69,58,21,41,18,24,53,58,37,38,35,57,34,48,33,70,79,25,68,63,21,48,31,51,61,65,62,10,11,13,7,11
Alexander Ludwig,CB,3,2,54,39,54,56,61,70,53,35,64,62,40,53,53,50,61,60,52,55,56,56,59,50,74,60,76,32,65,58,53,35,36,60,61,62,60,12,8,11,15,11
Mats Haakenstad,RB,4,2,80,49,52,58,56,72,55,49,53,56,41,58,48,37,52,57,81,80,64,58,62,57,68,77,71,48,67,58,53,49,29,55,56,56,55,13,13,15,11,9
Emil Kornvig,CM,3,2,66,57,62,63,58,64,61,56,54,66,55,61,55,50,58,65,67,65,62,67,67,65,54,71,63,56,62,59,59,64,45,66,57,60,52,11,12,14,5,12
Sylla Sow,ST,3,3,78,61,56,65,26,66,64,63,58,59,55,65,49,38,42,63,76,79,71,59,68,67,81,51,69,55,73,22,61,59,46,60,30,19,14,10,5,7,14,10
Darwin GÃ³mez,RW,4,3,77,56,53,65,28,61,65,55,59,55,51,70,43,50,39,61,73,80,72,55,61,55,61,54,75,58,35,11,60,53,62,44,44,16,20,10,15,9,9,16
Hampus Zackrisson,CB,3,2,55,48,53,55,61,71,46,44,60,63,46,52,48,38,59,60,56,54,54,62,53,60,47,61,80,45,68,60,45,45,45,57,61,62,60,8,12,15,15,13
Charles Dunne,CB,2,2,76,38,47,56,61,66,48,25,58,55,39,53,28,35,52,54,76,76,70,58,69,67,78,33,83,39,62,59,36,38,36,46,61,62,62,14,16,11,8,11
KÃ©vin Van Den Kerkhof,RWB,2,2,68,43,55,59,61,64,58,38,65,61,30,60,42,32,56,59,68,68,58,58,56,54,67,68,64,44,58,58,55,49,42,54,60,61,61,10,7,6,14,6
Joshua Laws,CB,2,2,63,34,52,52,61,69,45,30,60,59,30,48,30,34,56,56,64,62,54,58,55,49,71,64,73,28,66,62,48,53,30,53,61,62,61,6,12,7,6,6
Adam SuÅ¡ac,CB,3,2,34,37,35,44,65,68,30,38,66,35,17,40,18,28,50,43,34,34,45,50,64,50,82,54,77,25,59,64,34,37,47,65,62,68,66,11,12,12,11,10
Justin Heekeren,GK,5,1,63,61,61,66,39,62,11,12,20,27,12,14,14,13,23,18,38,40,36,59,35,46,60,32,68,13,31,12,17,38,11,38,15,12,14,63,61,61,62,66
Oleksandr Drambaev,LB,3,2,72,35,58,57,59,67,60,29,52,61,25,55,49,52,55,60,70,74,64,55,59,45,63,68,67,37,65,59,55,55,32,47,57,62,60,8,7,10,5,15
Nikolaos Michelis,CB,3,2,55,34,42,38,63,66,36,29,63,51,33,28,36,31,42,38,57,53,54,58,50,49,66,55,71,26,67,61,36,35,49,55,59,68,67,11,7,5,11,12
Alexandru Pantea,RB,4,2,75,35,53,57,56,64,61,34,42,57,28,53,52,34,54,58,76,75,70,58,69,32,51,73,58,34,71,59,52,44,57,54,57,59,56,9,6,13,15,15
Felix Herzenbruch,CB,3,2,55,41,51,43,61,73,56,38,66,58,30,36,36,33,57,42,54,55,55,60,59,55,71,63,82,41,65,58,24,37,37,50,60,63,63,7,10,8,9,8
Pedro Jorge GonÃ§alves Malheiro,RWB,3,2,71,55,54,65,57,56,61,55,48,57,50,67,54,39,44,63,69,73,68,59,71,62,52,63,57,52,48,63,53,52,55,48,52,60,59,14,8,15,13,7
Tarsis Bonga,ST,3,2,73,59,53,65,32,70,52,60,65,60,44,68,40,28,43,67,69,76,55,63,52,69,72,67,79,52,51,20,64,58,51,55,37,29,19,11,11,9,11,9
Liam Shephard,RB,4,2,72,48,57,61,57,65,60,47,55,58,34,60,56,49,56,58,73,72,73,55,74,52,70,83,59,49,57,53,54,55,48,60,57,59,57,8,13,9,8,8
Yongyong Hou,RM,3,3,75,52,59,63,45,61,56,51,54,61,42,62,59,59,56,61,76,74,73,61,64,54,67,65,65,52,44,42,60,61,49,58,52,39,39,11,13,14,12,15
Dara Costelloe,RM,4,3,74,52,59,65,28,60,61,53,44,62,51,68,57,48,52,64,76,73,63,47,70,60,46,62,68,42,41,20,52,58,52,62,26,31,25,15,14,13,14,10
Jack Earing,RM,4,2,72,59,62,63,57,69,60,58,45,63,55,62,58,56,62,62,73,71,70,61,72,64,67,83,64,59,62,59,59,63,55,63,59,59,56,6,11,8,7,7
Aitor Paredes Casamichana,CB,3,2,57,31,38,47,63,64,22,29,64,57,24,42,22,21,45,55,54,60,37,58,55,42,75,57,68,25,62,62,27,25,38,49,62,66,61,14,7,12,12,14
Carlos Roca,CB,2,2,71,39,54,58,60,73,53,34,52,58,37,60,60,33,53,50,70,71,70,60,70,42,80,80,70,40,69,62,56,54,44,56,61,62,58,15,10,7,14,14
Jannes Van Hecke,CAM,5,2,67,48,63,70,53,48,61,45,42,68,37,68,45,48,62,71,72,62,73,61,81,52,62,60,36,53,58,54,57,66,44,66,49,59,52,6,13,5,12,11
Hyun Soo Hwang,CB,4,2,76,44,35,41,61,69,21,36,65,51,48,25,23,47,32,52,70,80,45,55,67,57,79,51,80,48,61,60,34,23,46,62,58,63,61,6,10,13,12,12
Harvey Vale,CAM,4,3,73,61,62,65,47,52,58,61,57,65,51,65,65,50,63,64,76,71,71,52,72,63,56,58,53,64,42,39,54,62,63,66,49,47,43,12,15,14,14,9
Ferddy Roca,ST,3,3,55,66,49,62,21,53,31,72,65,61,55,60,35,37,58,65,55,55,58,60,64,65,62,53,60,60,33,13,60,45,63,62,19,17,12,15,7,11,15,12
Elliot Jorge SimÃµes InÃ¡cio,RM,3,3,82,52,54,66,26,45,50,54,29,59,32,65,39,32,51,62,83,81,81,57,88,58,50,67,33,47,45,26,56,59,47,49,12,38,25,7,6,11,15,8
David Gomis,LM,3,2,70,59,62,62,38,51,62,57,45,67,52,60,52,46,60,63,71,69,67,56,72,61,45,45,58,62,43,23,67,59,53,59,34,47,46,6,14,7,13,7
Tobias Schwede,LWB,3,3,77,53,58,64,52,64,65,55,43,61,44,62,46,35,51,61,81,74,77,62,76,59,68,74,64,46,51,52,55,58,42,59,53,54,53,6,10,14,14,5
Henrich Ravas,GK,2,1,63,61,59,63,37,65,19,10,13,19,11,11,16,11,30,20,36,38,35,53,29,44,40,25,45,11,35,11,9,45,15,35,11,10,11,63,61,59,65,63
Abdullah Al Salem,ST,3,3,61,62,58,62,52,67,45,62,58,62,53,60,56,62,59,66,63,59,65,60,53,66,70,62,73,60,59,54,64,64,64,60,45,55,53,15,13,12,10,15
Gonzalo LujÃ¡n,CB,3,2,60,32,47,54,63,68,49,25,64,53,19,50,30,21,54,56,54,65,56,59,60,55,72,68,71,22,59,60,48,42,45,57,63,65,62,10,9,5,9,10
Dylan McGowan,CB,2,2,36,44,50,54,61,76,47,47,62,60,27,53,44,40,56,54,34,38,55,58,54,52,73,76,80,32,69,64,44,37,46,61,59,60,58,12,14,10,13,16
Toni Fuidias Ribera,GK,3,1,65,64,62,62,30,59,10,8,14,15,7,5,10,14,21,11,28,32,32,61,25,47,50,21,59,8,17,12,4,33,18,38,8,13,10,65,64,62,59,62
Murtaz Daushvili,CDM,3,2,61,35,58,55,58,59,42,32,40,72,29,39,49,45,57,66,62,60,72,70,74,33,51,68,56,39,56,60,50,54,52,60,61,60,54,11,6,16,12,15
Carlos TerÃ¡n,CB,3,2,65,31,41,48,63,69,28,24,61,55,22,43,23,24,49,52,67,64,48,52,52,44,81,55,79,28,59,61,45,33,39,53,60,66,66,8,6,6,9,6
Filip Sachpekidis,CAM,2,3,66,61,58,68,41,66,47,61,49,64,54,66,55,48,55,66,68,65,78,64,80,65,76,74,63,64,59,40,53,63,40,65,41,40,38,8,9,14,7,10
Niilo MÃ¤enpÃ¤Ã¤,CM,2,2,72,50,62,61,56,64,56,48,61,66,37,57,58,42,62,63,68,76,67,70,61,54,55,75,61,55,59,58,57,65,41,68,53,58,53,7,6,14,14,8
Jonatan Carmona Ãlamo,CDM,3,3,63,45,62,65,61,47,52,41,58,70,46,66,50,45,67,63,63,63,63,64,74,56,64,54,36,41,63,59,41,63,55,55,64,59,62,6,11,8,10,8
Noah Ohio,ST,3,2,88,62,44,62,25,63,37,64,57,51,49,62,48,42,35,60,89,88,76,53,62,68,68,55,78,59,35,20,55,47,50,50,20,24,22,14,7,12,10,9
Oli Shaw,ST,3,2,69,61,46,62,21,57,28,65,62,58,54,62,48,32,43,64,71,68,59,63,61,60,69,63,65,54,26,19,63,48,62,51,17,14,18,8,10,5,11,8
JesÃºs RodrÃ­guez OrtuÃ±o,LM,3,3,72,58,59,64,23,40,64,56,36,61,51,64,60,51,56,63,76,68,74,55,70,61,58,56,30,63,39,18,61,52,54,60,23,22,27,12,10,9,9,14
Soo Bin Lee,CM,4,3,56,48,58,65,57,60,33,47,48,68,33,66,50,40,68,67,59,53,59,63,72,47,64,65,59,53,53,61,60,66,37,57,55,59,53,11,12,13,11,15
Miguel Maria Mariano FalÃ©,RM,3,3,73,58,59,65,42,62,57,61,53,61,53,67,57,43,60,62,74,73,71,65,70,60,63,61,69,46,45,35,62,61,62,57,39,45,47,10,10,14,14,7
Dominik Schmid,CM,5,3,75,49,63,62,53,69,57,40,50,64,55,60,69,65,66,62,77,73,70,56,70,66,70,81,67,51,57,54,54,65,45,57,53,52,56,13,8,7,10,7
Nicky Featherstone,CDM,3,2,47,59,62,62,58,70,62,58,56,63,44,61,63,56,63,63,48,47,61,61,72,62,51,83,70,62,60,56,59,62,61,65,60,59,55,8,12,10,11,11
Luis Melo,CDM,3,3,75,57,57,61,59,67,36,51,45,65,35,60,61,68,55,65,68,80,58,57,49,66,56,66,70,62,61,65,59,62,70,60,58,62,58,5,11,6,9,10
Karol Knap,CDM,3,2,63,51,56,58,61,69,39,45,51,63,39,55,56,57,60,63,63,63,55,55,69,56,66,73,69,62,65,62,55,55,51,60,60,64,61,13,12,11,9,10
Matthew Garbett,CAM,3,3,68,58,60,66,51,62,52,58,50,65,50,66,54,52,60,66,71,66,71,58,69,58,52,64,59,57,68,48,62,61,59,63,48,55,53,7,7,8,10,6
Laorent Shabani,RM,3,3,80,52,59,65,53,62,57,49,44,62,48,64,56,48,55,63,81,79,78,52,72,60,65,73,58,53,58,52,57,63,46,60,56,54,54,12,6,9,6,10
Andrei È˜erban,LM,3,3,88,56,56,64,25,44,57,55,34,58,39,61,64,41,52,62,83,92,82,53,83,58,47,65,40,59,26,18,57,57,53,58,24,28,21,8,10,15,6,12
Aidan Morris,CB,4,2,70,51,53,60,62,70,37,49,49,62,43,58,52,48,58,59,68,71,71,60,68,63,63,69,71,42,72,54,56,52,50,63,66,66,64,6,8,11,9,5
George Thomason,CM,2,2,64,53,59,63,56,64,45,54,41,66,43,61,49,42,65,63,69,60,69,61,72,54,72,68,60,56,67,57,56,64,40,60,57,59,56,13,8,13,7,15
Gabriel Veiga Novas,CAM,2,3,67,61,58,65,40,54,37,64,44,70,40,66,45,38,68,65,67,67,64,58,65,67,46,52,60,57,43,38,54,59,45,59,34,46,42,13,14,13,6,9
Beyhan Ametov,RM,4,2,74,60,53,66,23,54,55,63,32,58,62,65,65,40,33,62,78,71,82,65,80,60,69,70,56,57,25,16,60,55,45,51,18,28,28,5,6,6,7,10
Ernest TerpiÅ‚owski,CAM,3,3,86,59,56,62,25,66,42,59,53,63,54,60,54,42,45,62,86,86,76,52,72,62,73,73,66,55,54,17,64,68,59,61,24,23,20,7,10,7,9,12
Joshua Bitter,CB,3,2,65,32,51,52,61,74,55,22,62,62,36,48,35,35,52,54,66,65,57,60,62,50,63,69,83,33,60,60,40,37,42,45,61,63,60,7,7,15,6,10
Josef Weberbauer,RWB,2,2,75,27,59,62,58,57,65,22,43,61,24,61,60,30,60,59,79,72,74,53,79,28,69,64,53,28,57,58,50,54,38,53,56,65,61,8,11,10,9,12
Jonathan Klinsmann,GK,2,1,63,62,64,65,29,62,14,5,14,26,19,19,11,13,24,19,29,29,35,51,39,48,49,45,59,19,25,14,8,29,13,28,10,12,13,63,62,64,62,65
